ad_id,advertiser_id,ad_url,ad_type,regions,start_date,end_date,ad_campaigns_list
CR27245898136289280,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR27245898136289280,Video,US,2018-07-18,2019-04-05,CA316430650380910592
CR27709342287396864,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR27709342287396864,Video,US,2019-03-18,2019-03-25,CA228893581891338240
CR286343614198448128,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR286343614198448128,Video,US,2018-07-17,2019-06-19,CA229736357554028544
CR294307651796336640,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR294307651796336640,Video,US,2019-05-23,2019-06-14,CA105641077196718080
CR30011444758052864,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR30011444758052864,Video,US,2019-05-30,2019-06-30,CA219287148799459328
CR300210654847959040,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR300210654847959040,Video,US,2018-06-01,2019-04-08,CA190505782674980864
CR300852494760673280,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR300852494760673280,Video,US,2019-09-12,2019-09-12,CA460545838456766464
CR306989968666918912,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR306989968666918912,Video,US,2019-08-22,2019-10-20,CA499002357149859840
CR308432527922561024,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR308432527922561024,Video,US,2019-08-20,2019-09-04,CA494487487528304640
CR320993073880367104,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR320993073880367104,Video,US,2019-04-05,2019-05-13,CA196487125930082304
CR322913096060370944,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR322913096060370944,Video,US,2019-09-07,2019-10-20,CA499002357149859840
CR324180558089289728,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR324180558089289728,Video,US,2019-02-08,2019-03-13,CA421139341717274624
CR325789830795493376,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR325789830795493376,Video,US,2019-09-16,2019-10-10,CA55632539586396160
CR32660030830411776,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR32660030830411776,Video,US,2019-09-16,2019-10-20,CA550617831004176384
CR328838364222455808,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR328838364222455808,Text,US,2019-05-15,2019-05-21,CA239474457163333632
CR334388973797376,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR334388973797376,Video,US,2019-09-16,2019-10-15,CA229736357554028544
CR336616309477343232,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR336616309477343232,Image,US,2019-07-15,2019-10-20,CA515994759601324032
CR345141098005397504,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR345141098005397504,Video,US,2018-07-24,2019-01-15,CA349081747679346688
CR345661716761149440,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR345661716761149440,Video,US,2019-03-18,2019-03-25,CA257604029515825152
CR346842317371473920,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR346842317371473920,Video,US,2019-05-23,2019-07-15,CA303799460801019904
CR347180142319108096,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR347180142319108096,Video,US,2018-10-31,2019-05-08,CA247504465458888704
CR347813461016707072,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR347813461016707072,Video,US,2019-01-03,2019-05-09,CA219287148799459328
CR348518797725925376,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR348518797725925376,Video,US,2018-07-24,2018-07-25,CA114894567056080896
CR350278153769320448,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR350278153769320448,Video,US,2019-09-16,2019-10-10,CA548776698783465472
CR35479316082982912,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR35479316082982912,Image,US,2019-05-12,2019-05-19,CA515994759601324032
CR355413285387894784,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR355413285387894784,Video,US,2019-02-04,2019-04-02,CA178824571141488640
CR36903183640952832,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR36903183640952832,Image,US,2019-05-20,2019-06-19,CA53719939109879808
CR369911033394888704,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR369911033394888704,Video,US,2019-09-16,2019-10-20,CA303799460801019904
CR382549507239313408,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR382549507239313408,Image,US,2019-07-15,2019-08-03,CA569410958624030720
CR388939868819947520,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR388939868819947520,Image,US,2019-07-09,2019-07-15,CA515994759601324032
CR390155928680267776,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR390155928680267776,Video,US,2019-06-17,2019-07-14,CA102357385720365056
CR403698888277491712,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR403698888277491712,Video,US,2018-10-03,2019-03-15,CA349081747679346688
CR406334142771363840,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR406334142771363840,Image,US,2019-07-15,2019-10-20,CA308157100259803136
CR408585942585049088,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR408585942585049088,Image,US,2019-07-15,2019-10-20,CA30791273380052992
CR410582380823183360,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR410582380823183360,Video,US,2018-10-31,2019-05-02,CA530105342076387328
CR425598960879534080,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR425598960879534080,Video,US,2018-08-03,2019-05-08,CA209646081091305472
CR425914795594612736,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR425914795594612736,Video,US,2019-05-23,2019-07-15,CA499002357149859840
CR428105297635049472,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR428105297635049472,Video,US,2019-04-29,2019-04-30,CA439564407819730944
CR432048146332254208,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR432048146332254208,Video,US,2019-03-18,2019-03-25,CA145576988784984064
CR43305364971585536,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR43305364971585536,Video,US,2018-10-03,2019-05-01,CA530105342076387328
CR434296647611056128,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR434296647611056128,Video,US,2019-02-04,2019-03-18,CA250882165179416576
CR43573920686669824,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR43573920686669824,Image,US,2019-05-19,2019-07-15,CA515994759601324032
CR44175628424970240,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR44175628424970240,Video,US,2019-03-18,2019-03-25,CA30172248333615104
CR44503008012140544,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR44503008012140544,Video,US,2019-05-21,2019-07-02,CA441963267313631232
CR455369337713197056,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR455369337713197056,Video,US,2018-07-17,2019-04-08,CA421139341717274624
CR458777548881395712,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR458777548881395712,Video,US,2019-09-14,2019-10-19,CA525237529222316032
CR460559170035253248,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR460559170035253248,Video,US,2019-09-27,2019-10-20,CA499002357149859840
CR47024463052537856,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR47024463052537856,Video,US,2019-01-16,2019-04-26,CA105641077196718080
CR487316747569856512,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR487316747569856512,Video,US,2018-08-03,2019-02-13,CA178824571141488640
CR491131090845564928,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR491131090845564928,Image,US,2019-10-08,2019-10-20,CA515994759601324032
CR492633985801781248,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR492633985801781248,Video,US,2018-07-24,2019-03-05,CA121051832171626496
CR492706003813400576,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR492706003813400576,Video,US,2019-03-20,2019-03-25,CA519375757856735232
CR492880276406403072,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR492880276406403072,Video,US,2018-06-12,2018-06-14,CA530105342076387328
CR493547130208649216,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR493547130208649216,Video,US,2019-03-12,2019-03-13,CA499002357149859840
CR493596333353992192,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR493596333353992192,Image,US,2019-05-20,2019-06-19,CA501552124614672384
CR494753294464319488,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR494753294464319488,Video,US,2019-04-25,2019-04-29,CA250345053749248000
CR506379530416422912,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR506379530416422912,Text,US,2019-03-26,2019-04-09,CA549994957667041280
CR513419153613258752,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR513419153613258752,Video,US,2018-08-03,2019-05-08,CA469728959571951616
CR513962587235287040,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR513962587235287040,Image,US,2019-05-14,2019-05-17,CA47626720546652160
