ad_id,advertiser_id,ad_url,ad_type,regions,start_date,end_date,ad_campaigns_list,num_of_days,impressions,spend_range_min_usd,spend_range_max_usd
CR548471584306757632,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR548471584306757632,Video,US,2018-06-01,2019-04-26,CA544038353423564800,88,≤ 10k,0,100
CR549839651649617920,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR549839651649617920,Image,US,2019-05-12,2019-05-17,CA569410958624030720,6,10k-100k,0,100
CR553793770341007360,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR553793770341007360,Video,US,2019-02-09,2019-03-30,CA121051832171626496,22,10k-100k,0,100
CR554731653759500288,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR554731653759500288,Image,US,2019-04-11,2019-04-11,CA264889943317282816,1,10k-100k,0,100
CR567144315403370496,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR567144315403370496,Image,US,2019-07-15,2019-10-10,CA515994759601324032,73,10k-100k,0,100
CR570191337001844736,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR570191337001844736,Video,US,2018-10-03,2019-03-15,CA10361797580161024,135,≤ 10k,0,100
CR572078648710922240,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR572078648710922240,Video,US,2018-10-31,2019-05-08,CA91426590872829952,146,≤ 10k,0,100
CR66057009329340416,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR66057009329340416,Video,US,2018-10-31,2019-05-08,CA469728959571951616,140,≤ 10k,0,100
CR76754707711787008,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR76754707711787008,Video,US,2018-07-25,2019-03-10,CA114894567056080896,44,≤ 10k,0,100
CR79664565234696192,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR79664565234696192,Image,US,2019-02-26,2019-03-14,CA53719939109879808,17,10k-100k,0,100
CR80212122025328640,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR80212122025328640,Video,US,2019-02-09,2019-03-13,CA459173647945302016,13,≤ 10k,0,100
CR81098328397316096,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR81098328397316096,Image,US,2019-03-08,2019-03-24,CA135473026681536512,17,10k-100k,0,100
CR82947294638374912,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR82947294638374912,Video,US,2019-09-16,2019-10-20,CA499002357149859840,35,≤ 10k,0,100
CR85833924978147328,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR85833924978147328,Video,US,2019-03-18,2019-03-25,CA190612985058689024,8,≤ 10k,0,100
CR89534056483520512,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR89534056483520512,Image,US,2019-07-15,2019-07-24,CA264889943317282816,10,10k-100k,0,100
CR94841124232888320,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR94841124232888320,Video,US,2019-03-19,2019-03-25,CA190612985058689024,7,≤ 10k,0,100
CR160860750166884352,AR488849466778976256,https://transparencyreport.google.com/political-ads/library/advertiser/AR488849466778976256/creative/CR160860750166884352,Text,US,2018-10-17,2018-11-06,CA527693013565046784,21,≤ 10k,0,100
CR269650828665552896,AR488849466778976256,https://transparencyreport.google.com/political-ads/library/advertiser/AR488849466778976256/creative/CR269650828665552896,Text,US,2018-10-17,2018-11-06,CA220251970252832768,20,≤ 10k,0,100
CR55649582016626688,AR488849466778976256,https://transparencyreport.google.com/political-ads/library/advertiser/AR488849466778976256/creative/CR55649582016626688,Text,US,2018-11-04,2018-11-06,CA220251970252832768,3,≤ 10k,0,100
CR558444154770685952,AR488849466778976256,https://transparencyreport.google.com/political-ads/library/advertiser/AR488849466778976256/creative/CR558444154770685952,Text,US,2018-10-18,2018-11-06,CA76981207107108864,17,≤ 10k,0,100
CR558936735979929600,AR488849466778976256,https://transparencyreport.google.com/political-ads/library/advertiser/AR488849466778976256/creative/CR558936735979929600,Text,US,2018-10-18,2018-11-06,CA544581512167686144,19,≤ 10k,0,100
CR369811939909435392,AR489016592546398208,https://transparencyreport.google.com/political-ads/library/advertiser/AR489016592546398208/creative/CR369811939909435392,Text,US,2018-10-10,2018-11-04,CA227667076670554112,25,≤ 10k,0,100
CR212671937090945024,AR489432207941697536,https://transparencyreport.google.com/political-ads/library/advertiser/AR489432207941697536/creative/CR212671937090945024,Image,US,2018-07-09,2018-08-29,CA125203588078108672,51,10k-100k,0,100
CR224713788438347776,AR489432207941697536,https://transparencyreport.google.com/political-ads/library/advertiser/AR489432207941697536/creative/CR224713788438347776,Text,US,2018-06-04,2018-11-05,CA135336687239692288,66,≤ 10k,0,100
CR266015843224125440,AR489432207941697536,https://transparencyreport.google.com/political-ads/library/advertiser/AR489432207941697536/creative/CR266015843224125440,Text,US,2018-08-29,2018-09-04,CA14940163998220288,7,≤ 10k,0,100
CR422577502926405632,AR489432207941697536,https://transparencyreport.google.com/political-ads/library/advertiser/AR489432207941697536/creative/CR422577502926405632,Image,US,2018-08-09,2018-08-29,CA403375631858925568,21,10k-100k,0,100
CR423624237996048384,AR489432207941697536,https://transparencyreport.google.com/political-ads/library/advertiser/AR489432207941697536/creative/CR423624237996048384,Text,US,2018-08-15,2018-08-29,CA172816839607320576,15,≤ 10k,0,100
CR462467784782118912,AR489432207941697536,https://transparencyreport.google.com/political-ads/library/advertiser/AR489432207941697536/creative/CR462467784782118912,Text,US,2018-08-16,2018-08-29,CA483846688872595456,11,≤ 10k,0,100
CR59835422783569920,AR489432207941697536,https://transparencyreport.google.com/political-ads/library/advertiser/AR489432207941697536/creative/CR59835422783569920,Text,US,2018-08-29,2018-09-04,CA483846688872595456,7,≤ 10k,0,100
CR304405841463738368,AR489541609348661248,https://transparencyreport.google.com/political-ads/library/advertiser/AR489541609348661248/creative/CR304405841463738368,Image,"ES, EU",2019-04-22,2019-04-26,CA121682402090156032,5,10k-100k,0,100
CR351789020184838144,AR489541609348661248,https://transparencyreport.google.com/political-ads/library/advertiser/AR489541609348661248/creative/CR351789020184838144,Image,"ES, EU",2019-05-16,2019-05-24,CA439793930872029184,9,10k-100k,0,100
CR62043517010051072,AR489541609348661248,https://transparencyreport.google.com/political-ads/library/advertiser/AR489541609348661248/creative/CR62043517010051072,Image,"ES, EU",2019-05-09,2019-05-21,CA321220397909409792,13,10k-100k,0,100
CR272879269682610176,AR489880258930016256,https://transparencyreport.google.com/political-ads/library/advertiser/AR489880258930016256/creative/CR272879269682610176,Image,"EU, PL",2019-05-18,2019-05-24,CA271401526054879232,7,10k-100k,0,100
CR417910625822310400,AR489880258930016256,https://transparencyreport.google.com/political-ads/library/advertiser/AR489880258930016256/creative/CR417910625822310400,Video,"EU, PL",2019-04-26,2019-05-24,CA397837941545631744,29,10k-100k,0,100
CR433389000762327040,AR490558107848540160,https://transparencyreport.google.com/political-ads/library/advertiser/AR490558107848540160/creative/CR433389000762327040,Image,US,2018-11-04,2018-11-06,CA256328046271791104,3,≤ 10k,0,100
CR162195557283004416,AR49205344366231552,https://transparencyreport.google.com/political-ads/library/advertiser/AR49205344366231552/creative/CR162195557283004416,Image,US,2018-09-15,2018-09-25,CA85247335524728832,11,≤ 10k,0,100
CR315486169892651008,AR49205344366231552,https://transparencyreport.google.com/political-ads/library/advertiser/AR49205344366231552/creative/CR315486169892651008,Video,US,2018-10-30,2018-11-05,CA459742095456862208,6,≤ 10k,0,100
CR32875397670502400,AR49205344366231552,https://transparencyreport.google.com/political-ads/library/advertiser/AR49205344366231552/creative/CR32875397670502400,Image,US,2018-09-07,2018-09-25,CA264670040991727616,19,≤ 10k,0,100
CR349308247074668544,AR49205344366231552,https://transparencyreport.google.com/political-ads/library/advertiser/AR49205344366231552/creative/CR349308247074668544,Video,US,2018-10-18,2018-11-05,CA157553419190534144,19,≤ 10k,0,100
CR445207651249291264,AR49205344366231552,https://transparencyreport.google.com/political-ads/library/advertiser/AR49205344366231552/creative/CR445207651249291264,Image,US,2018-09-28,2018-10-10,CA237338380948471808,13,≤ 10k,0,100
CR450505098271916032,AR49205344366231552,https://transparencyreport.google.com/political-ads/library/advertiser/AR49205344366231552/creative/CR450505098271916032,Image,US,2018-08-20,2018-10-16,CA3663572743749632,57,10k-100k,0,100
CR454228044643565568,AR49205344366231552,https://transparencyreport.google.com/political-ads/library/advertiser/AR49205344366231552/creative/CR454228044643565568,Video,US,2018-10-17,2018-11-05,CA312646131358105600,20,≤ 10k,0,100
CR458756933038374912,AR49205344366231552,https://transparencyreport.google.com/political-ads/library/advertiser/AR49205344366231552/creative/CR458756933038374912,Video,US,2018-10-30,2018-11-05,CA220066152787738624,6,≤ 10k,0,100
CR474791111106232320,AR49205344366231552,https://transparencyreport.google.com/political-ads/library/advertiser/AR49205344366231552/creative/CR474791111106232320,Image,US,2018-09-06,2018-09-25,CA477746598361694208,20,≤ 10k,0,100
CR481517923244965888,AR49205344366231552,https://transparencyreport.google.com/political-ads/library/advertiser/AR49205344366231552/creative/CR481517923244965888,Image,US,2018-09-28,2018-10-10,CA237338380948471808,13,≤ 10k,0,100
CR485768635197947904,AR49205344366231552,https://transparencyreport.google.com/political-ads/library/advertiser/AR49205344366231552/creative/CR485768635197947904,Video,US,2018-09-05,2018-09-25,CA221885844531707904,21,≤ 10k,0,100
CR536634242122121216,AR49205344366231552,https://transparencyreport.google.com/political-ads/library/advertiser/AR49205344366231552/creative/CR536634242122121216,Image,US,2018-09-19,2018-09-27,CA239636360250523648,9,≤ 10k,0,100
CR55534133295710208,AR49205344366231552,https://transparencyreport.google.com/political-ads/library/advertiser/AR49205344366231552/creative/CR55534133295710208,Image,US,2018-09-07,2018-09-25,CA183886722675769344,18,10k-100k,0,100
CR559486491793817600,AR49205344366231552,https://transparencyreport.google.com/political-ads/library/advertiser/AR49205344366231552/creative/CR559486491793817600,Image,US,2018-09-27,2018-10-15,CA395573497348227072,19,≤ 10k,0,100
CR560841090119237632,AR49205344366231552,https://transparencyreport.google.com/political-ads/library/advertiser/AR49205344366231552/creative/CR560841090119237632,Image,US,2018-09-18,2018-10-11,CA305824761219383296,24,10k-100k,0,100
CR573931875559538688,AR49205344366231552,https://transparencyreport.google.com/political-ads/library/advertiser/AR49205344366231552/creative/CR573931875559538688,Image,US,2018-08-20,2018-10-16,CA563504107281711104,58,10k-100k,0,100
CR6682831673622528,AR49205344366231552,https://transparencyreport.google.com/political-ads/library/advertiser/AR49205344366231552/creative/CR6682831673622528,Video,US,2018-10-17,2018-11-05,CA157553419190534144,20,≤ 10k,0,100
CR316241534380933120,AR492704354545958912,https://transparencyreport.google.com/political-ads/library/advertiser/AR492704354545958912/creative/CR316241534380933120,Image,US,2018-08-16,2018-08-21,CA83870746966753280,6,≤ 10k,0,100
CR369438105955991552,AR492809907662225408,https://transparencyreport.google.com/political-ads/library/advertiser/AR492809907662225408/creative/CR369438105955991552,Text,US,2018-09-21,2018-09-24,CA375349080466915328,4,≤ 10k,0,100
CR424227869879697408,AR492809907662225408,https://transparencyreport.google.com/political-ads/library/advertiser/AR492809907662225408/creative/CR424227869879697408,Text,US,2018-10-27,2018-10-28,CA414390539345985536,2,≤ 10k,0,100
CR11146574004486144,AR494927567057321984,https://transparencyreport.google.com/political-ads/library/advertiser/AR494927567057321984/creative/CR11146574004486144,Image,US,2019-01-24,2019-08-11,CA544716202342088704,125,10k-100k,0,100
CR204099044929175552,AR494927567057321984,https://transparencyreport.google.com/political-ads/library/advertiser/AR494927567057321984/creative/CR204099044929175552,Text,US,2018-11-29,2019-09-06,CA47100879110668288,174,≤ 10k,0,100
CR233545615588458496,AR494927567057321984,https://transparencyreport.google.com/political-ads/library/advertiser/AR494927567057321984/creative/CR233545615588458496,Image,US,2019-02-05,2019-08-12,CA518961241973063680,113,10k-100k,0,100
CR265192583892828160,AR494927567057321984,https://transparencyreport.google.com/political-ads/library/advertiser/AR494927567057321984/creative/CR265192583892828160,Image,US,2019-05-23,2019-07-19,CA408057627247902720,54,10k-100k,0,100
CR293870595924295680,AR494927567057321984,https://transparencyreport.google.com/political-ads/library/advertiser/AR494927567057321984/creative/CR293870595924295680,Image,US,2019-01-24,2019-08-12,CA324039820600934400,136,10k-100k,0,100
CR313494679456841728,AR494927567057321984,https://transparencyreport.google.com/political-ads/library/advertiser/AR494927567057321984/creative/CR313494679456841728,Image,US,2019-07-30,2019-10-01,CA448449286405881856,61,10k-100k,0,100
CR406515012434132992,AR494927567057321984,https://transparencyreport.google.com/political-ads/library/advertiser/AR494927567057321984/creative/CR406515012434132992,Image,US,2019-05-10,2019-07-19,CA397783790597963776,60,10k-100k,0,100
